timestamp,model,concept_samples,seed,no_concepts,lr,7pt_train_acc,7pt_test_acc
2025-03-30 03:04:32.623680,resnet50,50,377,12,0.01,0.8,0.77
2025-03-30 03:04:32.623680,resnet50,50,377,12,0.01,0.84,0.66
2025-03-30 03:04:32.623680,resnet50,50,377,12,0.01,0.74,0.72
2025-03-30 03:04:32.623680,resnet50,50,377,12,0.01,0.69,0.57
2025-03-30 03:04:32.623680,resnet50,50,377,12,0.01,0.74,0.73
2025-03-30 03:04:32.623680,resnet50,50,377,12,0.01,0.71,0.69
2025-03-30 03:04:32.623680,resnet50,50,377,12,0.01,0.81,0.72
2025-03-30 03:04:32.623680,resnet50,50,377,12,0.01,0.78,0.68
2025-03-30 03:04:32.623680,resnet50,50,377,12,0.01,0.78,0.59
2025-03-30 03:04:32.623680,resnet50,50,377,12,0.01,0.83,0.66
2025-03-30 03:11:49.554746,resnext50,50,445,12,0.01,0.76,0.68
2025-03-30 03:11:49.554746,resnext50,50,445,12,0.01,0.75,0.7
2025-03-30 03:11:49.554746,resnext50,50,445,12,0.01,0.82,0.64
2025-03-30 03:11:49.554746,resnext50,50,445,12,0.01,0.74,0.63
2025-03-30 03:11:49.554746,resnext50,50,445,12,0.01,0.78,0.67
2025-03-30 03:11:49.554746,resnext50,50,445,12,0.01,0.76,0.61
2025-03-30 03:11:49.554746,resnext50,50,445,12,0.01,0.67,0.58
2025-03-30 03:11:49.554746,resnext50,50,445,12,0.01,0.8,0.65
2025-03-30 03:11:49.554746,resnext50,50,445,12,0.01,0.74,0.66
2025-03-30 03:11:49.554746,resnext50,50,445,12,0.01,0.75,0.66
2025-03-30 03:11:49.554746,resnext50,50,445,12,0.01,0.73,0.65
2025-03-30 03:11:49.554746,resnext50,50,445,12,0.01,0.69,0.59
2025-03-30 03:22:08.814365,resnet152,50,377,12,0.01,0.88,0.72
2025-03-30 03:22:08.814365,resnet152,50,377,12,0.01,0.82,0.72
2025-03-30 03:22:08.814365,resnet152,50,377,12,0.01,0.88,0.74
2025-03-30 03:22:08.814365,resnet152,50,377,12,0.01,0.9,0.69
2025-03-30 03:22:08.814365,resnet152,50,377,12,0.01,0.77,0.73
2025-03-30 03:22:08.814365,resnet152,50,377,12,0.01,0.76,0.54
2025-03-30 03:22:08.814365,resnet152,50,377,12,0.01,0.81,0.76
2025-03-30 03:22:08.814365,resnet152,50,377,12,0.01,0.77,0.67
2025-03-30 03:22:08.814365,resnet152,50,377,12,0.01,0.86,0.68
2025-03-30 03:22:08.814365,resnet152,50,377,12,0.01,0.76,0.64
2025-03-30 03:22:08.814365,resnet152,50,377,12,0.01,0.79,0.63
2025-03-30 03:22:08.814365,resnet152,50,377,12,0.01,0.82,0.63
2025-03-30 03:27:51.997484,resnet50,50,445,12,0.01,0.8,0.67
2025-03-30 03:27:51.997484,resnet50,50,445,12,0.01,0.8,0.73
2025-03-30 03:27:51.997484,resnet50,50,445,12,0.01,0.87,0.76
2025-03-30 03:27:51.997484,resnet50,50,445,12,0.01,0.8,0.73
2025-03-30 03:27:51.997484,resnet50,50,445,12,0.01,0.77,0.71
2025-03-30 03:27:51.997484,resnet50,50,445,12,0.01,0.77,0.55
2025-03-30 03:27:51.997484,resnet50,50,445,12,0.01,0.74,0.71
2025-03-30 03:27:51.997484,resnet50,50,445,12,0.01,0.85,0.69
2025-03-30 03:27:51.997484,resnet50,50,445,12,0.01,0.76,0.69
2025-03-30 03:27:51.997484,resnet50,50,445,12,0.01,0.83,0.71
2025-03-30 03:27:51.997484,resnet50,50,445,12,0.01,0.78,0.65
2025-03-30 03:27:51.997484,resnet50,50,445,12,0.01,0.77,0.56
2025-03-30 03:49:30.321768,resnet152,50,445,12,0.01,0.81,0.67
2025-03-30 03:49:30.321768,resnet152,50,445,12,0.01,0.84,0.77
2025-03-30 03:49:30.321768,resnet152,50,445,12,0.01,0.8,0.79
2025-03-30 03:49:30.321768,resnet152,50,445,12,0.01,0.86,0.69
2025-03-30 03:49:30.321768,resnet152,50,445,12,0.01,0.77,0.76
2025-03-30 03:49:30.321768,resnet152,50,445,12,0.01,0.82,0.54
2025-03-30 03:49:30.321768,resnet152,50,445,12,0.01,0.78,0.66
2025-03-30 03:49:30.321768,resnet152,50,445,12,0.01,0.84,0.64
2025-03-30 03:49:30.321768,resnet152,50,445,12,0.01,0.79,0.67
2025-03-30 03:49:30.321768,resnet152,50,445,12,0.01,0.75,0.75
2025-03-30 03:49:30.321768,resnet152,50,445,12,0.01,0.71,0.67
2025-03-30 03:49:30.321768,resnet152,50,445,12,0.01,0.71,0.62
2025-03-30 07:46:45.457284,resnext50,50,498,12,0.01,0.75,0.66
2025-03-30 07:46:45.457284,resnext50,50,498,12,0.01,0.79,0.78
2025-03-30 07:46:45.457284,resnext50,50,498,12,0.01,0.81,0.7
2025-03-30 07:46:45.457284,resnext50,50,498,12,0.01,0.89,0.66
2025-03-30 07:46:45.457284,resnext50,50,498,12,0.01,0.81,0.77
2025-03-30 07:46:45.457284,resnext50,50,498,12,0.01,0.89,0.61
2025-03-30 07:46:45.457284,resnext50,50,498,12,0.01,0.79,0.71
2025-03-30 07:46:45.457284,resnext50,50,498,12,0.01,0.79,0.72
2025-03-30 07:46:45.457284,resnext50,50,498,12,0.01,0.7,0.62
2025-03-30 07:46:45.457284,resnext50,50,498,12,0.01,0.78,0.67
2025-03-30 07:46:45.457284,resnext50,50,498,12,0.01,0.79,0.66
2025-03-30 07:46:45.457284,resnext50,50,498,12,0.01,0.76,0.64
2025-03-30 08:00:56.487887,resnet50,50,498,12,0.01,0.79,0.71
2025-03-30 08:00:56.487887,resnet50,50,498,12,0.01,0.84,0.69
2025-03-30 08:00:56.487887,resnet50,50,498,12,0.01,0.82,0.76
2025-03-30 08:00:56.487887,resnet50,50,498,12,0.01,0.85,0.7
2025-03-30 08:00:56.487887,resnet50,50,498,12,0.01,0.77,0.73
2025-03-30 08:00:56.487887,resnet50,50,498,12,0.01,0.82,0.65
2025-03-30 08:00:56.487887,resnet50,50,498,12,0.01,0.77,0.69
2025-03-30 08:00:56.487887,resnet50,50,498,12,0.01,0.8,0.74
2025-03-30 08:00:56.487887,resnet50,50,498,12,0.01,0.78,0.67
2025-03-30 08:00:56.487887,resnet50,50,498,12,0.01,0.73,0.73
2025-03-30 08:00:56.487887,resnet50,50,498,12,0.01,0.76,0.7
2025-03-30 08:00:56.487887,resnet50,50,498,12,0.01,0.76,0.63
2025-03-30 08:15:45.013861,resnet152,50,498,12,0.01,0.79,0.65
2025-03-30 08:15:45.013861,resnet152,50,498,12,0.01,0.82,0.73
2025-03-30 08:15:45.013861,resnet152,50,498,12,0.01,0.78,0.75
2025-03-30 08:15:45.013861,resnet152,50,498,12,0.01,0.83,0.65
2025-03-30 08:15:45.013861,resnet152,50,498,12,0.01,0.84,0.79
2025-03-30 08:15:45.013861,resnet152,50,498,12,0.01,0.8,0.63
2025-03-30 08:15:45.013861,resnet152,50,498,12,0.01,0.76,0.67
2025-03-30 08:15:45.013861,resnet152,50,498,12,0.01,0.82,0.65
2025-03-30 08:15:45.013861,resnet152,50,498,12,0.01,0.83,0.69
2025-03-30 08:15:45.013861,resnet152,50,498,12,0.01,0.8,0.68
2025-03-30 08:15:45.013861,resnet152,50,498,12,0.01,0.72,0.6
2025-03-30 08:15:45.013861,resnet152,50,498,12,0.01,0.76,0.63
2025-03-30 09:40:46.930980,resnext50,50,578,12,0.01,0.71,0.67
2025-03-30 09:40:46.930980,resnext50,50,578,12,0.01,0.84,0.74
2025-03-30 09:40:46.930980,resnext50,50,578,12,0.01,0.75,0.81
2025-03-30 09:40:46.930980,resnext50,50,578,12,0.01,0.84,0.79
2025-03-30 09:40:46.930980,resnext50,50,578,12,0.01,0.81,0.74
2025-03-30 09:40:46.930980,resnext50,50,578,12,0.01,0.74,0.71
2025-03-30 09:40:46.930980,resnext50,50,578,12,0.01,0.74,0.63
2025-03-30 09:40:46.930980,resnext50,50,578,12,0.01,0.8,0.73
2025-03-30 09:40:46.930980,resnext50,50,578,12,0.01,0.76,0.79
2025-03-30 09:40:46.930980,resnext50,50,578,12,0.01,0.75,0.63
2025-03-30 09:40:46.930980,resnext50,50,578,12,0.01,0.83,0.66
2025-03-30 09:40:46.930980,resnext50,50,578,12,0.01,0.7,0.66
2025-03-30 09:50:23.700183,resnext50,50,789,12,0.01,0.8,0.68
2025-03-30 09:50:23.700183,resnext50,50,789,12,0.01,0.85,0.66
2025-03-30 09:50:23.700183,resnext50,50,789,12,0.01,0.88,0.79
2025-03-30 09:50:23.700183,resnext50,50,789,12,0.01,0.88,0.76
2025-03-30 09:50:23.700183,resnext50,50,789,12,0.01,0.81,0.81
2025-03-30 09:50:23.700183,resnext50,50,789,12,0.01,0.79,0.61
2025-03-30 09:50:23.700183,resnext50,50,789,12,0.01,0.83,0.7
2025-03-30 09:50:23.700183,resnext50,50,789,12,0.01,0.82,0.67
2025-03-30 09:50:23.700183,resnext50,50,789,12,0.01,0.8,0.74
2025-03-30 09:50:23.700183,resnext50,50,789,12,0.01,0.89,0.71
2025-03-30 09:50:23.700183,resnext50,50,789,12,0.01,0.85,0.7
2025-03-30 09:50:23.700183,resnext50,50,789,12,0.01,0.86,0.58
2025-03-30 09:57:34.428579,resnet50,50,578,12,0.01,0.74,0.67
2025-03-30 09:57:34.428579,resnet50,50,578,12,0.01,0.81,0.77
2025-03-30 09:57:34.428579,resnet50,50,578,12,0.01,0.81,0.76
2025-03-30 09:57:34.428579,resnet50,50,578,12,0.01,0.81,0.76
2025-03-30 09:57:34.428579,resnet50,50,578,12,0.01,0.75,0.8
2025-03-30 09:57:34.428579,resnet50,50,578,12,0.01,0.74,0.67
2025-03-30 09:57:34.428579,resnet50,50,578,12,0.01,0.74,0.59
2025-03-30 09:57:34.428579,resnet50,50,578,12,0.01,0.82,0.71
2025-03-30 09:57:34.428579,resnet50,50,578,12,0.01,0.71,0.66
2025-03-30 09:57:34.428579,resnet50,50,578,12,0.01,0.83,0.66
2025-03-30 09:57:34.428579,resnet50,50,578,12,0.01,0.79,0.62
2025-03-30 09:57:34.428579,resnet50,50,578,12,0.01,0.66,0.62
2025-03-30 10:00:21.624745,resnext50,50,999,12,0.01,0.78,0.61
2025-03-30 10:00:21.624745,resnext50,50,999,12,0.01,0.79,0.58
2025-03-30 10:00:21.624745,resnext50,50,999,12,0.01,0.8,0.74
2025-03-30 10:00:21.624745,resnext50,50,999,12,0.01,0.78,0.69
2025-03-30 10:00:21.624745,resnext50,50,999,12,0.01,0.73,0.71
2025-03-30 10:00:21.624745,resnext50,50,999,12,0.01,0.69,0.61
2025-03-30 10:00:21.624745,resnext50,50,999,12,0.01,0.78,0.63
2025-03-30 10:00:21.624745,resnext50,50,999,12,0.01,0.76,0.73
2025-03-30 10:00:21.624745,resnext50,50,999,12,0.01,0.73,0.75
2025-03-30 10:00:21.624745,resnext50,50,999,12,0.01,0.7,0.61
2025-03-30 10:00:21.624745,resnext50,50,999,12,0.01,0.68,0.72
2025-03-30 10:00:21.624745,resnext50,50,999,12,0.01,0.71,0.7
2025-03-30 10:09:50.343528,resnet50,50,999,12,0.01,0.78,0.62
2025-03-30 10:09:50.343528,resnet50,50,999,12,0.01,0.78,0.65
2025-03-30 10:09:50.343528,resnet50,50,999,12,0.01,0.91,0.73
2025-03-30 10:09:50.343528,resnet50,50,999,12,0.01,0.86,0.72
2025-03-30 10:09:50.343528,resnet50,50,999,12,0.01,0.84,0.67
2025-03-30 10:09:50.343528,resnet50,50,999,12,0.01,0.77,0.52
2025-03-30 10:09:50.343528,resnet50,50,999,12,0.01,0.82,0.71
2025-03-30 10:09:50.343528,resnet50,50,999,12,0.01,0.81,0.73
2025-03-30 10:09:50.343528,resnet50,50,999,12,0.01,0.79,0.75
2025-03-30 10:09:50.343528,resnet50,50,999,12,0.01,0.81,0.69
2025-03-30 10:09:50.343528,resnet50,50,999,12,0.01,0.75,0.68
2025-03-30 10:09:50.343528,resnet50,50,999,12,0.01,0.77,0.64
2025-03-30 10:13:03.396632,resnet50,50,789,12,0.01,0.82,0.63
2025-03-30 10:13:03.396632,resnet50,50,789,12,0.01,0.82,0.77
2025-03-30 10:13:03.396632,resnet50,50,789,12,0.01,0.82,0.73
2025-03-30 10:13:03.396632,resnet50,50,789,12,0.01,0.8,0.79
2025-03-30 10:13:03.396632,resnet50,50,789,12,0.01,0.77,0.78
2025-03-30 10:13:03.396632,resnet50,50,789,12,0.01,0.73,0.52
2025-03-30 10:13:03.396632,resnet50,50,789,12,0.01,0.8,0.61
2025-03-30 10:13:03.396632,resnet50,50,789,12,0.01,0.78,0.64
2025-03-30 10:13:03.396632,resnet50,50,789,12,0.01,0.75,0.76
2025-03-30 10:13:03.396632,resnet50,50,789,12,0.01,0.8,0.67
2025-03-30 10:13:03.396632,resnet50,50,789,12,0.01,0.78,0.67
2025-03-30 10:13:03.396632,resnet50,50,789,12,0.01,0.83,0.6
2025-03-30 10:27:12.774581,resnet152,50,999,12,0.01,0.78,0.67
2025-03-30 10:27:12.774581,resnet152,50,999,12,0.01,0.8,0.64
2025-03-30 10:27:12.774581,resnet152,50,999,12,0.01,0.87,0.79
2025-03-30 10:27:12.774581,resnet152,50,999,12,0.01,0.82,0.73
2025-03-30 10:27:12.774581,resnet152,50,999,12,0.01,0.79,0.73
2025-03-30 10:27:12.774581,resnet152,50,999,12,0.01,0.76,0.61
2025-03-30 10:27:12.774581,resnet152,50,999,12,0.01,0.82,0.63
2025-03-30 10:27:12.774581,resnet152,50,999,12,0.01,0.84,0.68
2025-03-30 10:27:12.774581,resnet152,50,999,12,0.01,0.8,0.7
2025-03-30 10:27:12.774581,resnet152,50,999,12,0.01,0.78,0.59
2025-03-30 10:27:12.774581,resnet152,50,999,12,0.01,0.77,0.66
2025-03-30 10:27:12.774581,resnet152,50,999,12,0.01,0.79,0.63
2025-03-30 10:32:19.557415,resnet152,50,578,12,0.01,0.76,0.67
2025-03-30 10:32:19.557415,resnet152,50,578,12,0.01,0.83,0.67
2025-03-30 10:32:19.557415,resnet152,50,578,12,0.01,0.85,0.75
2025-03-30 10:32:19.557415,resnet152,50,578,12,0.01,0.84,0.71
2025-03-30 10:32:19.557415,resnet152,50,578,12,0.01,0.82,0.75
2025-03-30 10:32:19.557415,resnet152,50,578,12,0.01,0.73,0.6
2025-03-30 10:32:19.557415,resnet152,50,578,12,0.01,0.79,0.64
2025-03-30 10:32:19.557415,resnet152,50,578,12,0.01,0.73,0.63
2025-03-30 10:32:19.557415,resnet152,50,578,12,0.01,0.79,0.71
2025-03-30 10:32:19.557415,resnet152,50,578,12,0.01,0.74,0.57
2025-03-30 10:32:19.557415,resnet152,50,578,12,0.01,0.8,0.65
2025-03-30 10:32:19.557415,resnet152,50,578,12,0.01,0.72,0.62
2025-03-30 10:32:56.176353,resnet152,50,789,12,0.01,0.88,0.69
2025-03-30 10:32:56.176353,resnet152,50,789,12,0.01,0.85,0.74
2025-03-30 10:32:56.176353,resnet152,50,789,12,0.01,0.93,0.84
2025-03-30 10:32:56.176353,resnet152,50,789,12,0.01,0.8,0.75
2025-03-30 10:32:56.176353,resnet152,50,789,12,0.01,0.84,0.69
2025-03-30 10:32:56.176353,resnet152,50,789,12,0.01,0.81,0.63
2025-03-30 10:32:56.176353,resnet152,50,789,12,0.01,0.82,0.7
2025-03-30 10:32:56.176353,resnet152,50,789,12,0.01,0.9,0.72
2025-03-30 10:32:56.176353,resnet152,50,789,12,0.01,0.83,0.78
2025-03-30 10:32:56.176353,resnet152,50,789,12,0.01,0.87,0.64
2025-03-30 10:32:56.176353,resnet152,50,789,12,0.01,0.88,0.72
2025-03-30 10:32:56.176353,resnet152,50,789,12,0.01,0.89,0.59
2025-03-30 10:36:42.461848,resnext50,50,3407,12,0.01,0.68,0.63
2025-03-30 10:36:42.461848,resnext50,50,3407,12,0.01,0.73,0.64
2025-03-30 10:36:42.461848,resnext50,50,3407,12,0.01,0.77,0.73
2025-03-30 10:36:42.461848,resnext50,50,3407,12,0.01,0.79,0.67
2025-03-30 10:36:42.461848,resnext50,50,3407,12,0.01,0.82,0.78
2025-03-30 10:36:42.461848,resnext50,50,3407,12,0.01,0.69,0.67
2025-03-30 10:36:42.461848,resnext50,50,3407,12,0.01,0.73,0.62
2025-03-30 10:36:42.461848,resnext50,50,3407,12,0.01,0.8,0.7
2025-03-30 10:36:42.461848,resnext50,50,3407,12,0.01,0.75,0.65
2025-03-30 10:36:42.461848,resnext50,50,3407,12,0.01,0.68,0.69
2025-03-30 10:36:42.461848,resnext50,50,3407,12,0.01,0.72,0.66
2025-03-30 10:36:42.461848,resnext50,50,3407,12,0.01,0.76,0.58
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.73,0.69
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.91,0.65
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.88,0.73
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.77,0.66
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.85,0.83
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.8,0.62
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.81,0.63
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.78,0.72
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.78,0.68
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.75,0.74
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.76,0.55
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.75,0.54
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.74,0.59
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.81,0.67
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.85,0.71
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.82,0.73
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.87,0.76
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.82,0.63
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.87,0.7
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.78,0.7
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.86,0.77
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.77,0.75
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.82,0.53
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.74,0.54
